,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
14679,Great,SteamWorld Tower Defense,/games/steamworld-tower-defense-139715/dsi-74593,Nintendo DSi,8.0,Strategy,N,2010,7,9
14680,Good,APB,/games/apb-original-version/pc-730089,PC,7.7,Action,N,2010,7,9
14681,Good,101 Shark Pets,/games/101-shark-pets/dsi-62807,Nintendo DSi,7.0,Simulation,N,2010,7,9
14682,Great,NCAA Football 11,/games/ncaa-football-56571/xbox-360-56572,Xbox 360,8.5,Sports,Y,2010,7,9
14683,Great,Hello Flowerz,/games/hello-flowerz/dsi-70706,Nintendo DSi,8.0,Simulation,N,2010,7,9
14684,Good,LEGO Harry Potter: Years 1-4,/games/lego-harry-potter-years-1-4/nds-14329934,Nintendo DS,7.0,"Action, Adventure",N,2010,7,9
14685,Okay,Super Swap!,/games/super-swap/dsi-62810,Nintendo DSi,6.0,Puzzle,N,2010,7,1
14686,Okay,Bass Pro Shops: The Hunt,/games/bass-pro-shops-the-hunt/xbox-360-14342417,Xbox 360,6.0,Hunting,N,2010,6,30
14687,Good,DeathSmiles (Limited Edition),/games/deathsmiles/xbox-360-14276982,Xbox 360,7.5,Shooter,N,2010,6,30
14688,Okay,Metal Slug XX,/games/metal-slug-xx/xbox-360-14288390,Xbox 360,6.5,Action,N,2010,5,20
14689,Masterpiece,Super Mario Galaxy 2,/games/super-mario-galaxy-2/wii-14354736,Wii,10.0,Platformer,Y,2010,5,20
14690,Okay,Dragon Age: Origins -- Darkspawn Chronicles,/games/dragon-age-origins-darkspawn-chronicles/ps3-73249,PlayStation 3,6.0,RPG,N,2010,5,20
14691,Okay,Shrek Forever After,/games/shrek-forever-after-74983/iphone-74983,iPhone,6.0,Action,N,2010,5,20
14692,Great,Monster Mayhem,/games/monster-mayhem/iphone-74607,iPhone,8.5,Strategy,Y,2010,5,20
14693,Great,The Sims 3: Ambitions,/games/the-sims-3-ambitions/pc-64047,PC,8.0,Simulation,N,2010,6,1
14694,Bad,Things On Wheels,/games/things-on-wheels/xbox-360-14231774,Xbox 360,4.0,Racing,N,2010,6,1
14695,Good,Crash Bandicoot Nitro Kart 2,/games/crash-bandicoot-nitro-kart-2/iphone-75898,iPhone,7.2,Racing,N,2010,6,1
14696,Okay,Tecmo Bowl Throwback,/games/tecmo-bowl-throwback/ps3-63156,PlayStation 3,6.5,Sports,N,2010,6,1
14697,Okay,Planet Minigolf,/games/planet-minigolf/ps3-38306,PlayStation 3,6.5,Sports,N,2010,6,1
14698,Mediocre,16 Shot!  Shooting Watch,/games/16-shot-shooting-watch/dsi-77014,Nintendo DSi,5.0,Shooter,N,2010,6,22
14699,Bad,Attack of the Movies 3D,/games/attack-of-the-movies-3d/wii-56463,Wii,4.5,Action,N,2010,5,26
14700,Good,Chocobo Panic,/games/chocobo-panic/ipad-75586,iPad,7.0,Action,N,2010,5,26
14701,Good,Bit.Trip Runner,/games/bittrip-runner/wii-38263,Wii,7.0,Platformer,N,2010,5,25
14702,Good,Blur,/games/blur/xbox-360-14222096,Xbox 360,7.0,Racing,N,2010,5,25
14703,Great,Tiger Woods PGA Tour 11,/games/tiger-woods-pga-tour-11/xbox-360-58622,Xbox 360,8.5,Sports,Y,2010,6,8
14704,Amazing,Metal Gear Solid: Peace Walker (Limited Edition),/games/metal-gear-solid-peace-walker/psp-71143,PlayStation Portable,9.5,Action,Y,2010,6,8
14705,Good,Super Stacker,/games/super-stacker/ps3-75442,PlayStation 3,7.5,Puzzle,N,2010,6,8
14706,Good,Nano Tank,/games/nano-tank/ipad-80395,iPad,7.4,Shooter,N,2010,7,8
14707,Great,Samurai: Way of the Warrior HD,/games/samurai-way-of-the-warrior/ipad-78329,iPad,8.0,Action,N,2010,7,8
14708,Bad,N3: Ninety-Nine Nights II,/games/n3-ninety-nine-nights-ii/xbox-360-14288395,Xbox 360,4.0,Action,N,2010,7,8
14709,Mediocre,The Tales of Bearsworth Manor: Chaotic Conflicts,/games/the-tales-of-bearsworth-manor-chaotic-conflicts/wii-71877,Wii,5.5,Adventure,N,2010,7,8
14710,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,/games/monkey-island-2-special-edition/xbox-360-64982,Xbox 360,8.9,Adventure,Y,2010,7,8
14711,Mediocre,The Tales of Bearsworth Manor: Puzzling Pages,/games/the-tales-of-bearsworth-manor-puzzling-pages/wii-71881,Wii,5.5,Adventure,N,2010,7,8
14712,Great,Mega Man Zero Collection,/games/mega-man-zero-collection/nds-57849,Nintendo DS,8.0,Compilation,N,2010,7,8
14713,Great,Blacklight: Tango Down,/games/blacklight-tango-down/xbox-360-14336939,Xbox 360,8.0,Shooter,N,2010,7,8
14714,Good,Yard Sale Hidden Treasures: Sunnyville,/games/yard-sale-hidden-treasures-sunnyville/wii-77579,Wii,7.0,Puzzle,N,2010,7,8
14715,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,/games/monkey-island-2-special-edition/ps3-64983,PlayStation 3,8.9,Adventure,Y,2010,7,7
14716,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,/games/monkey-island-2-special-edition/ipad-80197,iPad,8.9,Adventure,N,2010,7,7
14717,Good,Dragon Age: Origins -- Leliana's Song,/games/dragon-age-origins-lelianas-song/xbox-360-77984,Xbox 360,7.0,RPG,N,2010,7,7
14718,Mediocre,Sniper: Ghost Warrior,/games/sniper-ghost-warrior/pc-64505,PC,5.0,Shooter,N,2010,7,7
14719,Great,Monkey Island 2: LeChuck's Revenge -- Special Edition,/games/monkey-island-2-special-edition/iphone-64985,iPhone,8.4,Adventure,N,2010,7,7
14720,Good,Dragon Age: Origins -- Leliana's Song,/games/dragon-age-origins-lelianas-song/ps3-77981,PlayStation 3,7.0,RPG,N,2010,7,7
14721,Good,Dragon Age: Origins -- Leliana's Song,/games/dragon-age-origins-lelianas-song/pc-77985,PC,7.0,RPG,N,2010,7,7
14722,Mediocre,Sniper: Ghost Warrior,/games/sniper-ghost-warrior/xbox-360-64500,Xbox 360,5.0,Shooter,N,2010,7,7
14723,Good,Family Feud: 2010 Edition,/games/family-feud-2010-edition/ps3-80127,PlayStation 3,7.5,Trivia,N,2010,7,7
14724,Good,Ancients of Ooga,/games/ancients-of-ooga/xbox-360-30106,Xbox 360,7.5,Action,N,2010,7,6
14725,Great,BlazBlue: Continuum Shift,/games/blazblue-continuum-shift/ps3-60606,PlayStation 3,8.5,Fighting,Y,2010,7,22
14726,Awful,Cruise Party,/games/cruise-party/wii-65488,Wii,3.0,Party,N,2010,7,22
14727,Okay,Serious Sam HD: The Second Encounter,/games/serious-sam/pc-53723,PC,6.5,Shooter,N,2010,7,22
14728,Great,SEGA Genesis Ultimate Collection: Ecco the Dolphin,/games/ecco-the-dolphin/iphone-58513,iPhone,8.0,Action,N,2010,7,22
14729,Good,Primrose,/games/primrose/dsi-60745,Nintendo DSi,7.5,,N,2010,7,21
14730,Great,Pop Island: Paperfield,/games/pop-island-paperfield/dsi-77675,Nintendo DSi,8.0,Adventure,Y,2010,7,21
14731,Good,Music On: Retro Keyboard,/games/music-on-retro-keyboard/dsi-78364,Nintendo DSi,7.5,Music,N,2010,7,21
14732,Okay,4 Travellers: Play French,/games/4-travellers-play-french/dsi-80610,Nintendo DSi,6.0,Educational,N,2010,7,21
14733,Okay,DarkStar One: Broken Alliance,/games/darkstar-one-broken-alliance/xbox-360-62305,Xbox 360,6.0,"Action, Adventure",N,2010,7,20
14734,Great,24/7 Solitaire,/games/247-solitaire/dsi-65434,Nintendo DSi,8.0,Card,Y,2010,7,20
14735,Bad,Pong Toss Pro: Frat Party Games,/games/pong-toss-pro-frat-party-games/wii-71111,Wii,4.0,Party,N,2010,7,19
14736,Bad,Top Gun,/games/top-gun/ps3-14347038,PlayStation 3,4.5,"Flight, Action",N,2010,8,18
14737,Unbearable,Hints Hunter,/games/hints-hunter/dsi-76493,Nintendo DSi,1.0,Puzzle,N,2010,8,18
14738,Good,MonsTeca Corral,/games/monsteca-corral/wii-43694,Wii,7.0,Strategy,N,2010,8,17
14739,Mediocre,Space Trek,/games/space-trek/wii-71876,Wii,5.5,Adventure,N,2010,8,17
14740,Good,Kane & Lynch 2: Dog Days,/games/kane-and-lynch-2-dog-days/xbox-360-14208748,Xbox 360,7.0,Action,N,2010,8,17
14741,Great,UniWar,/games/uniwar/android-80709,Android,8.0,Strategy,N,2010,7,15
14742,Good,Super K.O. Boxing 2,/games/super-ko-boxing-2/android-80699,Android,7.5,Sports,N,2010,7,15
14743,Good,Let's Golf,/games/lets-golf/android-80721,Android,7.5,Sports,N,2010,7,15
14744,Mediocre,Pac-Man: Championship Edition,/games/pac-man-championship-edition/android-80710,Android,5.0,Action,N,2010,7,15
14745,Great,Zenonia,/games/zenonia/android-81001,Android,8.0,RPG,N,2010,7,15
14746,Okay,Wolf Boy,/games/wolf-boy/iphone-81260,iPhone,6.5,Action,N,2010,7,19
14747,Amazing,Limbo,/games/limbo/xbox-360-63756,Xbox 360,9.0,Platformer,Y,2010,7,19
14748,Good,Attack on Pearl Harbor -- Episode 1: Red Sun Rising,/games/attack-on-pearl-harbor-episode-1-red-sun-rising/wii-32672,Wii,7.0,"Flight, Simulation",N,2010,7,19
14749,Great,Wild West 3D Rollercoaster Rush,/games/wild-west-3d-rollercoaster-rush/iphone-81353,iPhone,8.0,Simulation,N,2010,7,19
14750,Good,Star Wars: The Battle for Hoth,/games/star-wars-the-battle-for-hoth/iphone-74984,iPhone,7.4,Strategy,N,2010,7,16
14751,Good,Deadliest Warrior: The Game,/games/deadliest-warrior-the-game/xbox-360-55061,Xbox 360,7.0,"Fighting, Action",N,2010,7,16
14752,Great,Home Run Battle 3D,/games/home-run-battle-3d/android-80704,Android,8.0,Sports,N,2010,7,15
14753,Good,Backbreaker Football,/games/backbreaker/android-80703,Android,7.5,Sports,N,2010,7,15
14754,Great,N.O.V.A.: Near Orbit Vanguard Alliance,/games/nova-near-orbit-vanguard-alliance/android-80720,Android,8.5,Shooter,N,2010,7,15
14755,Great,Spider-Man: Shattered Dimensions,/games/spider-man-shattered-dimensions/xbox-360-65637,Xbox 360,8.0,Action,Y,2010,9,7
14756,Good,Batman: The Brave and the Bold,/games/batman-the-brave-and-the-bold/nds-45910,Nintendo DS,7.5,Action,N,2010,9,7
14757,Great,R.U.S.E.,/games/ruse/ps3-14333386,PlayStation 3,8.0,Strategy,N,2010,9,7
14758,Okay,Puzzle Agent,/games/puzzle-agent/iphone-72423,iPhone,6.5,Adventure,N,2010,9,7
14759,Good,Kane & Lynch 2: Dog Days,/games/kane-and-lynch-2-dog-days/ps3-14208746,PlayStation 3,7.0,Action,N,2010,8,17
14760,Great,Lara Croft and the Guardian of Light,/games/lara-croft-and-the-guardian-of-light/xbox-360-64033,Xbox 360,8.5,"Action, Adventure",Y,2010,8,16
14761,Good,Splode,/games/splode/iphone-83516,iPhone,7.5,Adventure,N,2010,8,16
14762,Good,Rhythm Core Alpha,/games/rhythm-core-alpha/dsi-76525,Nintendo DSi,7.0,Music,N,2010,8,13
14763,Great,Turn: The Lost Artifact,/games/turn-the-lost-artifact/dsi-75299,Nintendo DSi,8.0,"Puzzle, Action",N,2010,8,13
14764,Good,Ghosts 'N Goblins: Gold Knights II,/games/ghosts-n-goblins-gold-knights-ii/iphone-77755,iPhone,7.0,Action,N,2010,8,13
14765,Good,Did It Myself ABC123,/games/did-it-myself-abc123/dsi-74605,Nintendo DSi,7.0,Simulation,N,2010,8,13
14766,Awful,Clash of the Titans,/games/clash-of-the-titans/xbox-360-14231738,Xbox 360,3.0,Action,N,2010,7,30
14767,Mediocre,Rhythm Zone,/games/rhythm-zone/pc-82300,PC,5.0,Music,N,2010,7,30
14768,Good,Hero of Sparta II,/games/hero-of-sparta-ii/iphone-70656,iPhone,7.5,Action,N,2010,7,29
14769,Okay,AquaSpace,/games/aquaspace/wii-81231,Wii,6.0,,N,2010,7,28
14770,Good,Dragon Ball: Origins 2,/games/dragon-ball-origins-2/nds-58693,Nintendo DS,7.5,"Action, RPG",N,2010,7,28
14771,Good,Piyotama,/games/piyotama/psp-77839,PlayStation Portable,7.5,Puzzle,N,2010,7,28
14772,Bad,Arcade Sports,/games/arcade-sports/wii-56469,Wii,4.0,Sports,N,2010,7,14
14773,Good,The Jim and Frank Mysteries: The Blood River Files,/games/the-jim-and-frank-mysteries-the-blood-river-files/iphone-80803,iPhone,7.5,Adventure,N,2010,7,14
14774,Great,DeathSpank,/games/deathspank/xbox-360-14333761,Xbox 360,8.5,"Action, RPG",Y,2010,7,14
14775,Good,Bejeweled 2,/games/bejeweled-2/wii-73378,Wii,7.0,Puzzle,N,2010,7,14
14776,Good,Helsing's Fire,/games/helsings-fire/iphone-80938,iPhone,7.0,Puzzle,N,2010,7,14
14777,Great,Tom Clancy's Splinter Cell: Conviction,/games/tom-clancys-splinter-cell-conviction/pc-902604,PC,8.5,Action,Y,2010,7,14
14778,Great,Wild Guns,/games/wild-guns/wii-68589,Wii,8.0,Shooter,N,2010,7,13
14779,Mediocre,My Farm,/games/my-farm/dsi-76999,Nintendo DSi,5.0,Simulation,N,2010,8,25
14780,Good,Kane & Lynch 2: Dog Days,/games/kane-and-lynch-2-dog-days/pc-14208749,PC,7.0,Action,N,2010,8,25
14781,Okay,Hasbro Family Game Night: Jenga,/games/hasbro-family-game-night-jenga/xbox-360-84680,Xbox 360,6.0,Board,N,2010,8,25
14782,Painful,Hasbro Family Game Night: Connect 4x4,/games/hasbro-family-game-night-connect-4x4/xbox-360-84688,Xbox 360,2.5,Board,N,2010,8,25
14783,Amazing,Drop7,/games/drop7/android-80717,Android,9.0,Puzzle,Y,2010,7,15
14784,Great,The Plateau,/games/the-plateau/android-80714,Android,8.0,Puzzle,N,2010,7,15
14785,Great,Asphalt 5 HD,/games/asphalt-5/android-80705,Android,8.0,Racing,N,2010,7,15
14786,Good,Beat Hazard,/games/beat-hazard/pc-70113,PC,7.6,Shooter,N,2010,7,15
14787,Bad,Robin Hood: The Return of Richard,/games/robin-hood-the-return-of-richard/wii-69430,Wii,4.0,Shooter,N,2010,7,15
14788,Great,Madden NFL 11,/games/madden-nfl-2011/ipad-81537,iPad,8.0,Sports,Y,2010,8,10
14789,Good,Tom Clancy's Splinter Cell: Conviction,/games/tom-clancys-splinter-cell-conviction/ipad-77900,iPad,7.0,Action,N,2010,8,9
14790,Great,Monday Night Combat,/games/monday-night-combat/xbox-360-58333,Xbox 360,8.0,Shooter,N,2010,8,9
14791,Amazing,Plants vs. Zombies,/games/plants-vs-zombies/xbox-360-22246,Xbox 360,9.0,Strategy,Y,2010,9,7
14792,Good,Spider-Man: Shattered Dimensions,/games/spider-man-shattered-dimensions/wii-65641,Wii,7.5,Action,N,2010,9,7
14793,Great,R.U.S.E.,/games/ruse/xbox-360-14333387,Xbox 360,8.0,Strategy,Y,2010,9,7
14794,Great,Mirror's Edge [2D Edition],/games/mirrors-edge-2d-edition/iphone-54021,iPhone,8.5,"Platformer, Adventure",Y,2010,9,6
14795,Great,Amnesia: The Dark Descent,/games/amnesia-the-dark-descent/pc-14284573,PC,8.5,Adventure,Y,2010,9,3
14796,Good,Tales of Elastic Boy: Mission 1,/games/tales-of-elastic-boy-mission-1/wii-76535,Wii,7.0,Adventure,N,2010,9,3
14797,Okay,Start the Party,/games/start-the-party/ps3-33580,PlayStation 3,6.0,Party,N,2010,9,3
14798,Great,NHL 11,/games/nhl-11/xbox-360-61024,Xbox 360,8.5,Sports,N,2010,9,3
14799,Good,Absolute Chess,/games/absolute-chess/dsi-69413,Nintendo DSi,7.5,Board,N,2010,8,13
14800,Okay,Arc Rise Fantasia,/games/arc-rise-fantasia/wii-827196,Wii,6.5,RPG,N,2010,8,13
14801,Amazing,Chaos Rings,/games/chaos-rings/ipad-76021,iPad,9.0,RPG,Y,2010,8,12
14802,Okay,My Aquarium 2,/games/my-aquarium-2/wii-82911,Wii,6.0,Virtual Pet,N,2010,8,12
14803,Awful,Enjoy Your Massage!,/games/enjoy-your-massage/wii-77004,Wii,3.0,Simulation,N,2010,8,12
14804,Great,Little Things,/games/little-things/ipad-83224,iPad,8.0,Puzzle,N,2010,8,11
14805,Good,The Incident [2010],/games/the-incident/iphone-83238,iPhone,7.5,Action,N,2010,8,11
14806,Good,Madden NFL 11,/games/madden-nfl-2011/wii-43556,Wii,7.5,Sports,N,2010,8,11
14807,Great,Madden NFL 11,/games/madden-nfl-2011/iphone-81424,iPhone,8.0,Sports,N,2010,8,10
14808,Okay,RISK : The Official Game,/games/risk-the-official-game/iphone-14306770,iPhone,6.0,Board,N,2010,7,28
14809,Okay,Blacklight: Tango Down,/games/blacklight-tango-down/pc-14331174,PC,6.5,Shooter,N,2010,7,27
14810,Awful,Petz Kittens,/games/petz-kittens/dsi-76521,Nintendo DSi,3.0,Virtual Pet,N,2010,7,27
14811,Great,Plunderland,/games/plunderland/iphone-82014,iPhone,8.9,Strategy,Y,2010,7,27
14812,Bad,Happy Birthday Mart,/games/happy-birthday-mart/dsi-56479,Nintendo DSi,4.0,Simulation,N,2010,7,27
14813,Good,Scrabble Tools,/games/scrabble-14306923/dsi-57799,Nintendo DSi,7.0,Board,N,2010,7,26
14814,Good,Banzai Rabbit,/games/banzai-rabbit/ipad-60668,iPad,7.8,Action,N,2010,7,13
14815,Great,DeathSpank,/games/deathspank/ps3-14333760,PlayStation 3,8.5,"Action, RPG",Y,2010,7,13
14816,Great,Spider: The Secret of Bryce Manor HD,/games/spider-the-secret-of-bryce-manor/iphone-80752,iPhone,8.5,Platformer,Y,2010,7,13
14817,Good,Tetris Party Deluxe,/games/tetris-party-deluxe/wii-62384,Wii,7.5,Puzzle,N,2010,7,12
14818,Good,Shadow of the Ninja,/games/shadow-of-the-ninja/wii-76992,Wii,7.0,Action,N,2010,7,12
14819,Okay,The King of Fighters '95,/games/the-king-of-fighters-95/wii-71820,Wii,6.0,Fighting,N,2010,7,12
14820,Great,Soul of Darkness,/games/soul-of-darkness/dsi-78328,Nintendo DSi,8.5,Action,Y,2010,7,9
14821,Great,Dragon Quest IX: Sentinels of the Starry Skies,/games/dragon-quest-ix-sentinels-of-the-starry-skies/nds-849436,Nintendo DS,8.0,RPG,N,2010,7,9
14822,Amazing,Spider-Man: Total Mayhem,/games/spider-man-total-mayhem/iphone-77846,iPhone,9.0,Action,Y,2010,9,1
14823,Good,Sports Champions,/games/sports-champions/ps3-64973,PlayStation 3,7.5,"Sports, Action",N,2010,9,1
14824,Awful,Kung Fu Rider,/games/kung-fu-rider/ps3-33577,PlayStation 3,3.5,Action,N,2010,9,1
14825,Great,BioShock 2: Minerva's Den,/games/bioshock-2-minervas-den/xbox-360-82709,Xbox 360,8.5,Shooter,N,2010,8,31
14826,Awful,Petz: Dogz Family,/games/petz-dogz-family/dsi-76515,Nintendo DSi,3.5,Virtual Pet,N,2010,8,31
14827,Mediocre,Press Your Luck: 2010 Edition,/games/press-your-luck-2010-edition/ps3-84503,PlayStation 3,5.0,Trivia,N,2010,8,25
14828,Good,Wedding Dash 4-Ever,/games/wedding-dash-4-ever/pc-84519,PC,7.5,Strategy,N,2010,8,24
14829,Great,"No, Human",/games/no-human/iphone-84586,iPhone,8.0,"Puzzle, Action",N,2010,8,24
14830,Good,Shank,/games/shank/ps3-64009,PlayStation 3,7.0,Action,N,2010,8,24
14831,Good,Shank,/games/shank/xbox-360-14348979,Xbox 360,7.0,Action,N,2010,8,24
14832,Good,Mafia II,/games/mafia-ii/xbox-360-957837,Xbox 360,7.0,Action,N,2010,8,23
14833,Good,Mafia II,/games/mafia-ii/ps3-957841,PlayStation 3,7.0,Action,N,2010,8,23
14834,Great,Madden NFL 11,/games/madden-nfl-2011/ps3-36265,PlayStation 3,8.0,Sports,N,2010,8,9
14835,Great,Madden NFL 11,/games/madden-nfl-2011/xbox-360-36268,Xbox 360,8.0,Sports,N,2010,8,9
14836,Good,Absolute BrickBuster,/games/absolute-brickbuster/dsi-81946,Nintendo DSi,7.0,Action,N,2010,8,9
14837,Mediocre,Crystal Monsters,/games/crystal-monsters/dsi-77683,Nintendo DSi,5.0,RPG,N,2010,8,9
14838,Okay,Furry Legends,/games/furry-legends/wii-14326386,Wii,6.0,Platformer,N,2010,8,6
14839,Great,Dark Nebula 2,/games/dark-nebula-2/iphone-82826,iPhone,8.5,Action,N,2010,8,6
14840,Okay,Disney Sing It: Family Hits,/games/disney-sing-it-family-hits/ps3-71852,PlayStation 3,6.5,Music,N,2010,8,6
14841,Okay,Need for Speed World,/games/need-for-speed-world/pc-14319201,PC,6.0,Racing,N,2010,8,6
14842,Great,NHL 11,/games/nhl-11/ps3-61025,PlayStation 3,8.5,Sports,N,2010,9,3
14843,Good,Cosmos X2,/games/cosmos-x2/dsi-900011,Nintendo DSi,7.0,Shooter,N,2010,9,2
14844,Great,Kingdom Hearts: Birth by Sleep,/games/kingdom-hearts-birth-by-sleep/psp-964460,PlayStation Portable,8.5,"Action, RPG",Y,2010,9,2
14845,Good,MyNotebook: Pearl,/games/mynotebook-pearl/dsi-85157,Nintendo DSi,7.5,Productivity,N,2010,9,2
14846,Great,Castle Crashers,/games/castle-crashers/ps3-22083,PlayStation 3,8.5,Action,Y,2010,9,2
14847,Great,Music On: Learning Piano,/games/music-on-learning-piano/dsi-83556,Nintendo DSi,8.0,Music,N,2010,9,2
14848,Good,Ivy the Kiwi,/games/ivy-the-kiwi/nds-60605,Nintendo DS,7.5,Platformer,N,2010,9,1
14849,Great,EyePet: Your Virtual Pet,/games/eyepet-your-virtual-pet/ps3-14275443,PlayStation 3,8.0,Virtual Pet,N,2010,9,1
14850,Great,Scott Pilgrim vs. The World: The Game,/games/scott-pilgrim-vs-the-world-the-game/ps3-22138,PlayStation 3,8.0,"Fighting, Action",Y,2010,8,10
14851,Great,HoopWorld,/games/hoopworld/wii-56482,Wii,8.0,Action,N,2010,8,10
14852,Painful,Face Pilot: Fly With Your Nintendo DSi Camera!,/games/face-pilot-fly-with-your-nintendo-dsi-camera/dsi-81945,Nintendo DSi,2.5,"Flight, Simulation",N,2010,8,10
14853,Mediocre,Monster Rancher DS,/games/monster-rancher-ds/nds-682871,Nintendo DS,5.5,Battle,N,2010,8,10
14854,Mediocre,Crazy Sudoku,/games/crazy-sudoku/dsi-50050,Nintendo DSi,5.0,Puzzle,N,2010,7,26
14855,Good,Castlevania Puzzle: Encore of the Night,/games/castlevania-puzzle-encore-of-the-night/iphone-69270,iPhone,7.4,Puzzle,N,2010,7,26
14856,Mediocre,Hydro Thunder Hurricane,/games/hydro-thunder-hurricane/xbox-360-66863,Xbox 360,5.5,"Racing, Action",N,2010,7,26
14857,Amazing,Let's Golf 2,/games/lets-golf-2/iphone-73554,iPhone,9.0,Sports,Y,2010,7,26
14858,Good,Aero the Acrobat,/games/aero-the-acrobat/wii-81123,Wii,7.5,Platformer,N,2010,7,26
14859,Mediocre,Hospital Havoc,/games/hospital-havoc/dsi-81234,Nintendo DSi,5.0,Puzzle,N,2010,7,26
14860,Good,Balloon Pop Festival,/games/balloon-pop-festival/wii-56470,Wii,7.0,Simulation,N,2010,7,23
14861,Good,Gravity Crash Portable,/games/gravity-crash/psp-14335640,PlayStation Portable,7.5,Shooter,N,2010,7,23
14862,Amazing,Osmos,/games/osmos/ipad-80399,iPad,9.0,Puzzle,Y,2010,7,9
14863,Okay,QuickPick Farmer,/games/quickpick-farmer/dsi-55203,Nintendo DSi,6.0,Strategy,N,2010,7,9
14864,Mediocre,Flips: The Folk Of The Faraway Tree,/games/flips-the-folk-of-the-faraway-tree/dsi-80264,Nintendo DSi,5.0,Adventure,N,2010,7,9
14865,Great,NCAA Football 11,/games/ncaa-football-56571/ps3-56574,PlayStation 3,8.5,Sports,Y,2010,7,9
14866,Good,"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",/games/wallace-and-gromits-grand-adventures-episode-2-the-last-resort/ipad-80374,iPad,7.4,Adventure,N,2010,7,9
14867,Great,Guilty Party,/games/guilty-party/wii-62773,Wii,8.0,Party,N,2010,8,31
14868,Okay,Match Up,/games/match-up/dsi-80146,Nintendo DSi,6.0,Puzzle,N,2010,8,31
14869,Okay,Disciples III: Renaissance,/games/disciples-iii-renaissance/pc-688144,PC,6.0,Strategy,N,2010,8,31
14870,Okay,Dead Rising 2: Case 0,/games/dead-rising-2-case-0/xbox-360-61484,Xbox 360,6.5,Action,N,2010,8,31
14871,Great,NHL Slapshot (Game & Hockey Stick),/games/nhl-slapshot-game-hockey-stick/wii-76147,Wii,8.0,Sports,N,2010,8,30
14872,Amazing,Valkyria Chronicles II,/games/valkyria-chronicles-ii/psp-21122,PlayStation Portable,9.0,"Action, RPG",Y,2010,8,30
14873,Good,NHL 2K11,/games/nhl-2k11/iphone-84493,iPhone,7.5,Sports,N,2010,8,30
14874,Great,DoDonPachi Resurrection,/games/dodonpachi-daifukkatsu/iphone-81116,iPhone,8.0,Shooter,N,2010,8,30
14875,Good,Mafia II,/games/mafia-ii/pc-957839,PC,7.0,Action,N,2010,8,23
14876,Good,Jaws,/games/jaws-83583/iphone-83582,iPhone,7.0,Action,N,2010,8,20
14877,Great,Ys Seven,/games/ys-seven/psp-14327800,PlayStation Portable,8.0,RPG,N,2010,8,20
14878,Great,Monster Dash,/games/monster-dash/iphone-82908,iPhone,8.0,Action,Y,2010,8,20
14879,Great,Zombie Escape,/games/zombie-escape/iphone-62341,iPhone,8.0,Action,N,2010,8,20
14880,Good,Top Gun 2,/games/top-gun-2-83824/iphone-83823,iPhone,7.5,Action,N,2010,8,19
14881,Okay,Archetype HD,/games/archetype/ipad-84084,iPad,6.5,Shooter,N,2010,8,19
14882,Okay,Disney Sing It: Family Hits,/games/disney-sing-it-family-hits/wii-71848,Wii,6.5,Music,N,2010,8,6
14883,Amazing,Osmos,/games/osmos/iphone-82648,iPhone,9.0,Puzzle,Y,2010,8,5
14884,Good,Arctic Adventures: Polar's Puzzles,/games/arctic-adventures-polars-puzzles/psp-80318,PlayStation Portable,7.0,Adventure,N,2010,8,4
14885,Good,Earthworm Jim HD,/games/earthworm-jim-hd/ps3-26621,PlayStation 3,7.0,Platformer,N,2010,8,4
14886,Mediocre,NFL 2011,/games/nfl-2011/iphone-81716,iPhone,5.5,Sports,N,2010,8,4
14887,Okay,We Farm,/games/we-farm/iphone-78298,iPhone,6.0,Simulation,N,2010,8,3
14888,Awful,Tumble,/games/move-mind-benders/ps3-77827,PlayStation 3,3.5,Puzzle,N,2010,9,1
14889,Bad,Racquet Sports,/games/racquet-sports/ps3-77876,PlayStation 3,4.5,Sports,N,2010,9,1
14890,Good,Ivy the Kiwi,/games/ivy-the-kiwi/wii-60604,Wii,7.5,Platformer,N,2010,9,1
14891,Good,Coconut Dodge,/games/coconut-dodge/psp-70586,PlayStation Portable,7.0,Action,N,2010,9,1
14892,Good,Drawn: Dark Flight,/games/drawn-dark-flight/pc-85199,PC,7.5,Adventure,N,2010,9,1
14893,Bad,Toribash,/games/toribash/wii-14352752,Wii,4.0,"Fighting, Simulation",N,2010,7,23
14894,Amazing,Alan Wake: The Signal,/games/alan-wake-the-signal/xbox-360-77197,Xbox 360,9.0,Action,Y,2010,7,23
14895,Good,Plain Sight,/games/plain-sight/pc-14280080,PC,7.0,Action,N,2010,7,23
14896,Okay,SEGA Genesis Ultimate Collection: Space Harrier II,/games/sega-genesis-ultimate-collection-space-harrier-ii/iphone-58510,iPhone,6.5,Action,N,2010,7,22
14897,Great,BlazBlue: Continuum Shift,/games/blazblue-continuum-shift/xbox-360-60608,Xbox 360,8.5,Fighting,Y,2010,7,22
14898,Good,Absolute Reversi,/games/absolute-reversi/dsi-80132,Nintendo DSi,7.0,Board,N,2010,8,27
14899,Great,And Yet It Moves,/games/and-yet-it-moves/wii-27178,Wii,8.0,Platformer,N,2010,8,27
